NP Entry ID,Study ID,DOI,Title,Year,Core NP Material,Surface Modification,Modification Type,Modification Charge,NP Type,NP Sub-Type,Lipid Core Molar Ratio,NP Shape,Size Method,HD Solvent,Size (nm),Size Group,Zeta Potential Solvent,Zeta Potential (mV),Zeta Potential Group,Zeta Potential Charge,PDI,PDI Group,Incubation Protein Source,Incubation Media Additives,Incubation Media,Incubation Protein Concentration (%-v/v),Plasma Concentation Group,NP Solution Concentration,NP Solution Concentration Units,Dispersion medium Volume (µL),Final NP Incubation Mass (mg),Mass Group,Incubation time (min),Incubation time Group,Shaking or AgitationDuring Incubation,Incubation Temp (°C),NP-PC Isolation Method,Extraction Centrifugation Speed (xg),Isolation Temperature (°C),Extraction Centrifugation Time (min),Number of Washing Steps,Exposure type,Species,Protein Composition Units,No Proteins Identified,Protein Entry No,Study ID,APOE,APOB,CO3,CLUS
A643,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,61.79,50~100,PBS,-7.573333333,-10~+10,Neutral,0.183888889,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A643,A69,15.9412,0.7329,1.4645,1.7388
A644,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,44.6,<50,PBS,-7.48,-10~+10,Neutral,0.092888889,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,3,A644,A69,2.5819,0,1.7301,1.4379
A645,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,43.48,<50,PBS,-7.368333333,-10~+10,Neutral,0.145333333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A645,A69,14.048,0.1103,1.9077,0.5783
A646,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,52.42,50~100,PBS,-7.198333333,-10~+10,Neutral,0.215333333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A646,A69,15.0996,0.1202,1.8036,0.7384
A647,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,71.85,50~100,PBS,-7.196666667,-10~+10,Neutral,0.155555556,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A647,A69,0.6293,0.4194,1.0965,0.5063
A648,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Thiolated poly(ethyleneimine),Polymeric,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,52.46,50~100,PBS,-7.043333333,-10~+10,Neutral,0.176333333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,3,A648,A69,0,0.1402,0.5454,0.6005
A649,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,42.05,<50,PBS,-6.778333333,-10~+10,Neutral,0.193222222,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A649,A69,15.3632,0.2899,2.0306,0.8036
A650,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,44.43,<50,PBS,-6.728333333,-10~+10,Neutral,0.183888889,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A650,A69,14.8049,0.1628,2.1602,0.838
A651,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Pluronic F-127,Other,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,46.63,<50,PBS,-6.633333333,-10~+10,Neutral,0.1965,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A651,A69,2.3711,0.0475,2.0983,2.0631
A652,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,29.68,<50,PBS,-6.628333333,-10~+10,Neutral,0.151777778,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,3,A652,A69,7.9376,0.174,2.593,0
A653,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Peptide sequence 'CALNN',Peptide,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,38.8,<50,PBS,-6.536666667,-10~+10,Neutral,0.154083333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,3,A653,A69,1.516,0,1.2106,0.784
A654,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,48.4,<50,PBS,-6.523333333,-10~+10,Neutral,0.308,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A654,A69,1.9952,1.5842,2.2823,3.877
A655,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,93.52,50~100,PBS,-6.52,-10~+10,Neutral,0.0545,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A655,A69,19.3243,0.0102,1.214,0.5028
A656,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Thiolated poly(ethyleneimine),Polymeric,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,68.07,50~100,PBS,-6.483333333,-10~+10,Neutral,0.310111111,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A656,A69,1.5762,0.0184,1.3832,1.0506
A657,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,47.34,<50,PBS,-6.373333333,-10~+10,Neutral,0.237111111,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A657,A69,0.6616,0.5636,1.2259,1.1079
A658,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,59.93,50~100,PBS,-6.096666667,-10~+10,Neutral,0.366916667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A658,A69,5.7743,2.1345,3.0525,7.6567
A659,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Stearic acid,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,46.53,<50,PBS,-6.091666667,-10~+10,Neutral,0.214166667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A659,A69,1.8817,0.1563,2.502,1.1268
A660,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Polyvinyl Alcohol,Polymeric,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,53.12,50~100,PBS,-6.063333333,-10~+10,Neutral,0.178083333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A660,A69,1.1729,0.0103,1.4191,1.8703
A661,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,52.02,50~100,PBS,-5.993333333,-10~+10,Neutral,0.193666667,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A661,A69,4.166,0.0044,1.4926,0.4287
A662,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,38.69,<50,PBS,-5.913333333,-10~+10,Neutral,0.153555556,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A662,A69,1.4426,0.0354,2.0386,1.3428
A663,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,100.13,100~150,PBS,-5.705,-10~+10,Neutral,0.370166667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A663,A69,3.1902,1.4478,2.7791,3.2996
A664,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,55.39,50~100,PBS,-5.676666667,-10~+10,Neutral,0.236222222,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A664,A69,15.9214,0.2176,1.5611,0.5703
A665,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Amino Acid,Amino Acid,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,72.3,50~100,PBS,-5.643333333,-10~+10,Neutral,0.201277778,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A665,A69,0.2199,0.0077,0.5816,0.9601
A666,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,61.43,50~100,PBS,-5.518333333,-10~+10,Neutral,0.225666667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A666,A69,5.9686,1.0349,1.7166,1.2934
A667,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,58.95,50~100,PBS,-5.455,-10~+10,Neutral,0.345916667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A667,A69,0.9816,2.0658,0.9501,5.4144
A668,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,53.41,50~100,PBS,-5.43,-10~+10,Neutral,0.085666667,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A668,A69,4.7848,1.3818,1.831,1.4578
A669,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,44.75,<50,PBS,-5.351666667,-10~+10,Neutral,0.298666667,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A669,A69,13.4462,0.5279,1.5522,1.5311
A670,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,41.88,<50,PBS,-5.258333333,-10~+10,Neutral,0.118444444,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A670,A69,15.5634,0.312,1.7607,0.8362
A671,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,Poly(vinylpyrrolidone),Polymeric,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,52.96,50~100,PBS,-5.238333333,-10~+10,Neutral,0.216875,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A671,A69,0.7547,0.1263,3.7425,1.5212
A672,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,55.07,50~100,PBS,-5.140833333,-10~+10,Neutral,0.251833333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A672,A69,6.6672,1.6371,2.0328,2.5859
A673,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,51.18,50~100,PBS,-5.0435,-10~+10,Neutral,0.162888889,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A673,A69,1.3583,0.0752,2.6572,1.75
A674,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,(11-Mercaptoundecyl)tetra(ethylene glycol),Alkylthiols,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,226.51,>150,PBS,-5.007083333,-10~+10,Neutral,0.438527778,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A674,A69,1.8716,0.8666,25.4707,0.9679
A675,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,84.87,50~100,PBS,-4.4106,-10~+10,Neutral,0.037888889,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A675,A69,2.9946,0.3232,2.6755,0.3971
A676,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,47,<50,PBS,-3.916833333,-10~+10,Neutral,0.178333333,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,4500,4,45,1,in vitro,Human,%-RPA,4,A676,A69,17.9674,0.4496,1.3071,1.4993
A677,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,64.65,50~100,PBS,-3.891333333,-10~+10,Neutral,0.252333333,>0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A677,A69,0.8547,0.3478,1.853,0.4715
A678,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,47.07,<50,PBS,-3.772566667,-10~+10,Neutral,0.124555556,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,3,A678,A69,2.4535,0.3443,1.4249,0
A679,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,2-Napthalenethiol ,Alkylthiols,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,100.88,100~150,PBS,-3.580333333,-10~+10,Neutral,0.083916667,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A679,A69,0.6644,0.1398,1.1576,0.1527
A680,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,48.76,<50,PBS,-2.935,-10~+10,Neutral,0.133888889,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A680,A69,1.6459,0.7033,2.6648,0.619
A681,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,33.05,<50,PBS,-2.753333333,-10~+10,Neutral,0.158222222,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,4,A681,A69,2.0693,0.9045,3.1431,0.8781
A682,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,110.75,100~150,PBS,-2.232166667,-10~+10,Neutral,0.077777778,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A682,A69,1.3054,0.1439,3.5379,0.5143
A683,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,98.21,50~100,PBS,-2.015,-10~+10,Neutral,0.044222222,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A683,A69,3.237,0.4116,3.0549,0.558
A684,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,34.77,<50,PBS,-1.730833333,-10~+10,Neutral,0.134666667,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,15000,4,45,1,in vitro,Human,%-RPA,3,A684,A69,1.3124,0.3683,1.2703,0
A685,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,127.22,100~150,PBS,-0.61,-10~+10,Neutral,0.027666667,0~0.1,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,1500,4,45,1,in vitro,Human,%-RPA,4,A685,A69,1.6401,0.7767,5.8736,0.5654
A686,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Ag,11-Amino-1-undecanethiol,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,38.4,<50,PBS,-13.5,-50~-10,Negative,0.126944444,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,5000,4,45,1,in vitro,Human,%-RPA,4,A686,A69,0.5035,0.0459,1.0526,0.4166
A687,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Ag,Citrate,Carboxylic Acids,Negative,Inorganic,Metal,N/A,Sphere,DLS,PBS,38.4,<50,PBS,-13.5,-50~-10,Negative,0.126944444,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,5000,4,45,1,in vitro,Human,%-RPA,3,A687,A69,1.7255,0,1.4331,0.1919
A688,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Ag,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,DLS,PBS,38.4,<50,PBS,-13.5,-50~-10,Negative,0.126944444,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,5000,4,45,1,in vitro,Human,%-RPA,4,A688,A69,1.0486,0.2044,3.4736,0.3214
A689,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Ag,1-Dodecanethiol,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,38.4,<50,PBS,-13.5,-50~-10,Negative,0.126944444,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,5000,4,45,1,in vitro,Human,%-RPA,4,A689,A69,0.6787,0.0833,1.2811,0.8775
A690,A69,https://doi.org/10.1021/nn406018q,Protein corona fingerprinting predicts the cellular interaction of gold and silver nanoparticles,2014,Ag,Hexadecylamine,Amines,Positive,Inorganic,Metal,N/A,Sphere,DLS,PBS,38.4,<50,PBS,-13.5,-50~-10,Negative,0.126944444,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,cm^2,1000,Not Reported,Not Reported,480,>60,N,25,Centrifugation,5000,4,45,1,in vitro,Human,%-RPA,4,A690,A69,2.7067,0.1308,1.0363,0.7465
